Critic_Count,Critic_Score,Developer,EU_Sales,Genre,Global_Sales,JP_Sales,NA_Sales,Name,Other_Sales,Publisher,Rating,User_Count,User_Score,Year_of_Release,Nominal_Critic_Score,Nominal_User_Score,Nominal_NA_Sales,Nominal_JP_Sales,Nominal_EU_Sales,Nominal_Other_Sales,Nominal_Global_Sales
185,9.366666666666667,Rockstar North,1960000.0,Action,23840000.0,410000.0,10770000.0,Grand Theft Auto: San Andreas,10710000.0,Take-Two Interactive,M,3593,8.5,2004,High,Medium,Top,0c,3,Top,Top
0,8.01689189189189,Nintendo,4860000.0,Platform,26070000.0,4490000.0,15989999.999999998,Super Mario World,750000.0,Nintendo,E,0,7.977027027027025,1990,Medium,Medium,Top,8c,9,1,Top
58,7.7,Nintendo,9200000.0,Misc,20150000.0,4160000.0,4740000.0,Brain Age: Train Your Brain in Minutes a Day,2040000.0,Nintendo,E,50,7.9,2005,Medium,Medium,9,8c,18,4,Top
0,8.01689189189189,Nintendo,4460000.0,Role-Playing,18250000.0,6040000.0,6380000.0,Pokemon Diamond/Pokemon Pearl,1360000.0,Nintendo,E,0,7.977027027027025,2006,Medium,Medium,12,Top,8,2,Top
0,8.01689189189189,Nintendo,2710000.0,Platform,18140000.0,4180000.0,10830000.0,Super Mario Land,420000.0,Nintendo,E,0,7.977027027027025,1989,Medium,Medium,Top,8c,5,0,Top
0,8.01689189189189,Nintendo,4689999.999999999,Platform,22480000.0,4670000.0,12469999.999999998,Super Mario Bros. 3,660000.0,Nintendo,E,0,7.977027027027025,1988,Medium,Medium,Top,9c,9,1,Top
92,9.45,Rockstar North,5520000.0,Action,16189999.999999998,470000.0,8410000.0,Grand Theft Auto: Vice City,1790000.0,Take-Two Interactive,M,2250,8.75,2002,High,High,16,0c,11,3,Top
0,8.01689189189189,Nintendo,3900000.0,Role-Playing,15850000.0,5380000.0,6060000.0,Pokemon Ruby/Pokemon Sapphire,500000.0,Nintendo,E,0,7.977027027027025,2002,Medium,Medium,12,Top,7,0,Top
37,7.7,Nintendo,5350000.0,Puzzle,15290000.0,5320000.0,3430000.0,Brain Age 2: More Training in Minutes a Day,1180000.0,Nintendo,E,19,7.1,2005,Medium,Medium,6,Top,10,2,Top
0,8.01689189189189,Nintendo,3170000.0,Role-Playing,15140000.0,5650000.0,5510000.0,Pokemon Black/Pokemon White,800000.0,Nintendo,E,0,7.977027027027025,2010,Medium,Medium,11,Top,6,1,Top
54,9.5,Polyphony Digital,5090000.0,Racing,14980000.0,1870000.0,6850000.0,Gran Turismo 3: A-Spec,1160000.0,Sony Computer Entertainment,E,314,8.4,2001,High,Medium,13,3c,10,2,299
162,8.100000000000001,"Infinity Ward, Sledgehammer Games",11150000.0,Shooter,30590000.0,620000.0,15540000.0,Call of Duty: Modern Warfare 3,3290000.0,Activision,M,20053,2.725,2011,Medium,Worst,Top,1c,Top,Top,Top
0,8.01689189189189,Nintendo,5040000.0,Role-Playing,14640000.0,3120000.0,5890000.0,Pokémon Yellow: Special Pikachu Edition,590000.0,Nintendo,E,0,7.977027027027025,1998,Medium,Medium,11,6c,10,1,292
0,5.652564102564103,Activision,9490000.0,Shooter,25680000.000000004,440000.0,12250000.000000002,Call of Duty: Black Ops 3,3490000.0,Activision,T,0,6.2716666666666665,2015,Low,Medium,Top,0c,18,Top,Top
214,8.2,Treyarch,9350000.0,Shooter,30820000.0,590000.0,17570000.0,Call of Duty: Black Ops,3310000.0,Activision,M,4340,5.94,2010,Medium,Low,Top,1c,18,Top,Top
0,8.01689189189189,Nintendo,4190000.0000000005,Role-Playing,14600000.0,4350000.0,5280000.0,Pokemon X/Pokemon Y,780000.0,Nintendo,E,0,7.977027027027025,2013,Medium,Medium,10,8c,8,1,291
136,8.025,Treyarch,10840000.0,Shooter,29400000.000000004,720000.0,14080000.0,Call of Duty: Black Ops II,3760000.0,Activision,M,5041,5.300000000000002,2012,Medium,Low,Top,1c,Top,Top,Top
207,9.133333333333333,Infinity Ward,8020000.0,Shooter,24950000.0,460000.0,13520000.0,Call of Duty: Modern Warfare 2,2969999.9999999995,Activision,M,11201,5.6000000000000005,2009,High,Low,Top,0c,16,Top,Top
76,9.5,DMA Design,4520000.0,Action,13110000.0,300000.0,6990000.0,Grand Theft Auto III,1300000.0,Take-Two Interactive,M,1469,8.45,2001,High,Medium,13,0c,9,2,262
81,9.3,Game Arts,2550000.0,Fighting,12840000.0,2660000.0,6620000.0,Super Smash Bros. Brawl,1010000.0,Nintendo,T,1662,8.9,2008,High,High,13,5c,5,2,256
73,8.5,"Retro Studios, Entertainment Analysis & Development Division",4020000.0,Racing,12660000.0,2690000.0,5030000.0,Mario Kart 7,910000.0,Nintendo,E,632,8.2,2011,Medium,Medium,10,5c,8,1,253
57,8.6,Nintendo,3450000.0,Simulation,12130000.0,5330000.0,2500000.0,Animal Crossing: Wild World,860000.0,Nintendo,E,242,8.7,2005,High,High,4,Top,6,1,242
86,9.4,"Bungie Software, Bungie",2810000.0,Shooter,12120000.0,130000.0,7970000.0,Halo 3,1210000.0,Microsoft Game Studios,M,4100,7.8,2007,High,Medium,15,0c,5,2,242
0,8.01689189189189,Nintendo,5920000.0,Platform,22190000.0,3160000.0,11920000.0,Super Mario 64,1200000.0,Nintendo,E,0,7.977027027027025,1996,Medium,Medium,Top,6c,11,2,Top
0,8.01689189189189,Nintendo,2710000.0,Action,11770000.0,3960000.0,4340000.0,Pokemon HeartGold/Pokemon SoulSilver,760000.0,Nintendo,E,0,7.977027027027025,2009,Medium,Medium,8,7c,5,1,235
0,8.01689189189189,Nintendo,3490000.0,Role-Playing,11680000.0,3100000.0,4350000.0,Pokemon Omega Ruby/Pokemon Alpha Sapphire,740000.0,Nintendo,E,0,7.977027027027025,2014,Medium,Medium,8,6c,6,1,233
74,8.9,Polyphony Digital,10000.0,Racing,11660000.0,1100000.0,3010000.0,Gran Turismo 4,7530000.0,Sony Computer Entertainment,E,272,8.5,2004,High,Medium,6,2c,0,Top,233
73,9.7,Nintendo,3350000.0,Platform,11350000.0,1200000.0,6060000.0,Super Mario Galaxy,740000.0,Nintendo,E,2147,8.9,2007,High,High,12,2c,6,1,226
0,8.01689189189189,Nintendo,2040000.0,Adventure,11180000.0,2690000.0,6160000.0,Super Mario Land 2: 6 Golden Coins,290000.0,Nintendo,E,0,7.977027027027025,1992,Medium,Medium,12,5c,4,0,223
190,9.533333333333333,Rockstar North,7550000.0,Action,22390000.0,580000.0000000001,11530000.0,Grand Theft Auto IV,2710000.0,Take-Two Interactive,M,8083,7.333333333333332,2008,High,Medium,Top,1c,15,Top,Top
16,9.6,Polyphony Digital,3870000.0,Racing,10950000.0,2540000.0,4020000.0,Gran Turismo,520000.0,Sony Computer Entertainment,E,138,8.7,1997,High,High,8,5c,7,1,218
82,9.0,Nintendo,3000000.0,Platform,10810000.0,2140000.0,4890000.0,Super Mario 3D Land,780000.0,Nintendo,E,921,8.4,2011,High,Medium,9,4c,5,1,216
82,8.4,Polyphony Digital,4820000.0,Racing,10700000.0,810000.0,2960000.0,Gran Turismo 5,2110000.0,Sony Computer Entertainment,E,1112,7.5,2010,Medium,Medium,5,1c,9,4,213
0,8.01689189189189,Nintendo,2150000.0,Platform,10550000.0,2120000.0,5990000.0,Super Mario All-Stars,290000.0,Nintendo,E,0,7.977027027027025,1993,Medium,Medium,11,4c,4,0,210
0,8.01689189189189,Nintendo,2650000.0,Role-Playing,10490000.0,3150000.0,4340000.0,Pokemon FireRed/Pokemon LeafGreen,350000.0,Nintendo,E,0,7.977027027027025,2004,Medium,Medium,8,6c,5,0,209
101,7.38,Infinity Ward,8889999.999999998,Shooter,27400000.0,480000.0,14940000.0,Call of Duty: Ghosts,3079999.9999999995,Activision,M,5684,3.3199999999999994,2013,Medium,Worst,Top,0c,17,Top,Top
54,7.3,Ubisoft,3700000.0,Misc,12759999.999999998,0.0,7750000.0,Just Dance 3,1310000.0,Ubisoft,E10+,40,7.166666666666668,2011,Medium,Medium,15,0c,7,2,255
70,7.8,Nintendo,3140000.0,Platform,9900000.0,2470000.0,3660000.0,New Super Mario Bros. 2,630000.0,Nintendo,E,424,7.2,2012,Medium,Medium,7,4c,6,1,197
0,8.01689189189189,Nintendo,1940000.0,Racing,9870000.0,2230000.0,5550000.0,Mario Kart 64,150000.0,Nintendo,E,0,7.977027027027025,1996,Medium,Medium,11,4c,3,0,197
99,9.1,Bungie,1950000.0,Shooter,9860000.0,80000.0,7040000.0,Halo: Reach,790000.0,Microsoft Game Studios,M,2045,7.9,2010,High,Medium,14,0c,3,1,197
20,9.2,SquareSoft,2470000.0,Role-Playing,9720000.0,3280000.0,3010000.0,Final Fantasy VII,960000.0,Sony Computer Entertainment,T,1282,9.2,1997,High,High,6,6c,4,1,194
87,8.7,343 Industries,2280000.0,Shooter,9710000.0,40000.0,6650000.0,Halo 4,740000.0,Microsoft Game Studios,M,3260,7.0,2012,High,Medium,13,0c,4,1,194
23,9.3,Polyphony Digital,3420000.0,Racing,9490000.0,1690000.0,3880000.0,Gran Turismo 2,500000.0,Sony Computer Entertainment,T,135,9.0,1999,High,High,7,3c,6,0,189
24,7.4,Ubisoft,2850000.0,Misc,9440000.0,10000.0,5800000.0,Just Dance 2,780000.0,Ubisoft,E10+,24,7.3,2010,Medium,Medium,11,0c,5,1,188
176,8.875,Infinity Ward,5749999.999999999,Shooter,18190000.0,420000.00000000006,9989999.999999998,Call of Duty 4: Modern Warfare,2040000.0,Activision,M,4709,8.05,2007,High,Medium,19,0c,11,4,Top
26,7.8,Nintendo,2909999.9999999995,Platform,13530000.000000002,3590000.0,6600000.000000001,Donkey Kong Country,430000.0,Nintendo,E,53,8.9,1994,Medium,High,13,7c,5,0,270
0,7.5200000000000005,Microsoft Game Studios,8750000.0,Misc,24160000.0,1240000.0,11280000.0,Minecraft,2890000.0000000005,Microsoft Game Studios,E,0,7.745454545454546,2013,Medium,Medium,Top,2c,17,Top,Top
70,8.8,Nintendo,2360000.0,Simulation,9160000.0,4390000.0,2030000.0,Animal Crossing: New Leaf,390000.0,Nintendo,E,626,8.7,2012,High,High,4,8c,4,0,183
27,7.2,Hudson Soft,1850000.0,Misc,8910000.0,1980000.0,4400000.0,Mario Party DS,680000.0,Nintendo,E,85,7.8,2007,Medium,Medium,8,3c,3,1,178
137,9.4,Bethesda Game Studios,8370000.000000001,Role-Playing,21150000.0,390000.0,9650000.0,The Elder Scrolls V: Skyrim,2730000.0,Bethesda Softworks,M,15189,7.633333333333333,2011,High,Medium,19,0c,16,Top,Top
0,8.01689189189189,Nintendo,1240000.0,Racing,8760000.0,3810000.0,3540000.0,Super Mario Kart,180000.0,Nintendo,E,0,7.977027027027025,1992,Medium,Medium,7,7c,2,0,175
97,8.233333333333334,EA Sports,11090000.000000002,Sports,16300000.0,110000.0,3050000.0000000005,FIFA 16,2050000.0,Electronic Arts,E,1754,3.84,2015,Medium,Worst,6,0c,Top,4,Top
123,8.35,Bungie Software,1590000.0,Shooter,8580000.0,50000.0,6830000.0,Halo 2,100000.0,Microsoft Game Studios,M,1434,6.9,2004,Medium,Medium,13,0c,3,0,171
42,6.8,Nd Cube,3470000.0,Misc,8380000.000000001,2490000.0,1750000.0,Wii Party,670000.0,Nintendo,E,54,7.4,2010,Medium,Medium,3,4c,6,1,167
41,6.2,Hudson,2240000.0,Misc,8270000.0,1580000.0,3740000.0,Mario Party 8,700000.0,Nintendo,E,190,6.3,2007,Medium,Medium,7,3c,4,1,165
133,7.633333333333334,Electronic Arts,10160000.000000002,Action,15960000.0,230000.0,2630000.0000000005,FIFA Soccer 13,2949999.9999999995,Electronic Arts,E,1231,4.7625,2012,Medium,Low,5,0c,Top,Top,Top
0,8.01689189189189,Nintendo,2010000.0,Shooter,8090000.0,130000.0,5800000.0,GoldenEye 007,150000.0,Nintendo,E,0,7.977027027027025,1997,Medium,Medium,11,0c,4,0,161
0,8.01689189189189,Nintendo,1720000.0,Role-Playing,8070000.0,3140000.0,2790000.0,Pokemon Black 2/Pokemon White 2,410000.0,Nintendo,E,0,7.977027027027025,2012,Medium,Medium,5,6c,3,0,161
53,9.2,SquareSoft,2070000.0,Role-Playing,8050000.000000001,2730000.0,2910000.0,Final Fantasy X,330000.0,Sony Computer Entertainment,T,1056,8.7,2001,High,High,5,5c,4,0,161
194,7.3,The Sims Studio,9400000.0,Simulation,15069999.999999998,50000.0,4239999.999999999,The Sims 3,1370000.0000000002,Electronic Arts,T,1094,5.550000000000002,2009,Medium,Low,8,0c,18,2,Top
0,6.99047619047619,Sega,6310000.000000001,Sports,13080000.0,1100000.0,4199999.999999999,Mario & Sonic at the Olympic Games,1480000.0,Sega,T,0,7.130681818181817,2007,Medium,Medium,8,2c,12,2,261
0,7.3378125,Electronic Arts,5150000.0,Shooter,12190000.000000002,240000.0,5160000.0,Star Wars Battlefront (2015),1640000.0000000002,Electronic Arts,E,0,7.132601010101009,2015,Medium,Medium,10,0c,10,3,243
24,9.0,SquareSoft,1720000.0,Role-Playing,7860000.0,3630000.0,2280000.0,Final Fantasy VIII,230000.0,SquareSoft,T,644,8.6,1999,High,High,4,7c,3,0,157
0,6.842857142857143,Atari,530000.0,Puzzle,9030000.0,850000.0,7550000.000000001,Pac-Man,100000.0,Atari,E,0,7.435714285714286,1982,Medium,Medium,15,1c,1,0,180
46,8.3,Game Freak,1720000.0,Role-Playing,7720000.0,2690000.0,2760000.0,Pokémon Platinum Version,540000.0,Nintendo,E,203,8.5,2008,Medium,Medium,5,5c,3,1,154
114,8.3,Rockstar Leeds,4210000.0,Action,11230000.0,310000.0,4460000.0,Grand Theft Auto: Liberty City Stories,2230000.0,Take-Two Interactive,M,563,7.699999999999998,2005,Medium,Medium,8,0c,8,4,224
110,8.066666666666666,Sledgehammer Games,8300000.000000001,Shooter,21990000.0,340000.0,10510000.0,Call of Duty: Advanced Warfare,2820000.0,Activision,M,3905,5.0600000000000005,2014,Medium,Low,Top,0c,16,Top,Top
0,8.01689189189189,Nintendo,3200000.0,Action,11930000.0,2070000.0,6189999.999999999,The Legend of Zelda: Ocarina of Time,470000.0,Nintendo,E,0,7.977027027027025,1998,Medium,Medium,12,4c,6,0,238
103,8.433333333333332,"EA Sports, EA Vancouver",8739999.999999998,Sports,11470000.0,110000.0,1210000.0000000002,FIFA 17,1420000.0000000002,Electronic Arts,E,803,3.94,2016,Medium,Worst,2,0c,17,2,229
0,8.2,Sony Computer Entertainment,2170000.0,Platform,7580000.0,1310000.0,3780000.0,Crash Bandicoot 2: Cortex Strikes Back,310000.0,Sony Computer Entertainment,RP,0,7.25,1997,Medium,Medium,7,2c,4,0,151
0,8.01689189189189,Nintendo,2450000.0,Fighting,12420000.0,3240000.0,5870000.0,Super Smash Bros. for Wii U and 3DS,860000.0,Nintendo,E,0,7.977027027027025,2014,Medium,Medium,11,6c,4,1,248
87,9.7,Nintendo EAD Tokyo,2350000.0,Platform,7510000.0,980000.0,3560000.0,Super Mario Galaxy 2,620000.0,Nintendo,E,1854,9.1,2010,High,High,7,1c,4,1,150
0,8.01689189189189,Nintendo,1180000.0,Platform,7460000.0,700000.0,5390000.0,Super Mario Bros. 2,190000.0,Nintendo,E,0,7.977027027027025,1988,Medium,Medium,10,1c,2,0,149
196,8.2,Treyarch,4680000.0,Shooter,15780000.0,0.0,9290000.0,Call of Duty: World at War,1810000.0,Activision,M,1808,7.619999999999999,2008,Medium,Medium,18,0c,9,3,Top
156,8.6,EA DICE,6430000.0,Shooter,17270000.0,410000.0,8200000.000000001,Battlefield 3,2230000.0,Electronic Arts,M,8829,7.466666666666666,2011,High,Medium,16,0c,12,4,Top
115,8.2,EA Black Box,3980000.0,Racing,10460000.0,90000.0,5260000.000000001,Need for Speed Underground,1140000.0000000002,Electronic Arts,E,583,8.559999999999999,2003,Medium,High,10,0c,7,2,209
21,4.9,Ubisoft Paris,2990000.0,Misc,7200000.0,0.0,3480000.0,Just Dance,730000.0,Ubisoft,E10+,110,8.0,2009,Low,Medium,6,0c,5,1,143
135,8.633333333333333,Bethesda Game Studios,5260000.0,Role-Playing,12669999.999999998,250000.0,5549999.999999999,Fallout 4,1609999.9999999998,Bethesda Softworks,M,13489,6.033333333333334,2015,High,Medium,11,0c,10,3,253
15,9.6,Namco,2220000.0,Fighting,7160000.0,1400000.0,3270000.0,Tekken 3,290000.0,Sony Computer Entertainment,T,367,9.1,1998,High,High,6,2c,4,0,143
89,9.55,Nintendo,2500000.0,Action,8740000.0,640000.0,4890000.000000001,The Legend of Zelda: Twilight Princess,720000.0000000001,Nintendo,T,2226,9.1,2006,High,High,9,1c,4,1,174
0,8.01689189189189,Nintendo,1450000.0,Role-Playing,7140000.0,2260000.0,2980000.0,Pokemon Sun/Moon,450000.0,Nintendo,E,0,7.977027027027025,2016,Medium,Medium,5,4c,2,0,142
12,9.1,Naughty Dog,1750000.0,Platform,7130000.0,1420000.0,3680000.0,Crash Bandicoot 3: Warped,280000.0,Sony Computer Entertainment,E,432,8.9,1998,High,High,7,2c,3,0,142
82,8.8,Nintendo,2150000.0,Racing,7090000.0,1280000.0,3150000.0,Mario Kart 8,510000.0,Nintendo,E,1599,9.1,2014,High,High,6,2c,4,1,141
38,9.2,HAL Labs,1040000.0,Fighting,7070000.0,1390000.0,4410000.0,Super Smash Bros. Melee,220000.0,Nintendo,T,568,9.1,2001,High,High,8,2c,2,0,141
0,8.01689189189189,Nintendo,1770000.0,Racing,6950000.0,870000.0,4120000.0,Mario Kart: Double Dash!!,190000.0,Nintendo,E,0,7.977027027027025,2003,Medium,Medium,8,1c,3,0,138
126,7.56,EA Canada,4409999.999999999,Racing,10950000.000000002,90000.0,5210000.0,Need for Speed Underground 2,1250000.0000000002,Electronic Arts,E,604,8.2,2004,Medium,Medium,10,0c,8,2,219
63,8.299999999999999,EA LA,3300000.0000000005,Shooter,8910000.0,170000.0,4390000.000000001,Medal of Honor: Frontline,1070000.0,Electronic Arts,T,174,7.7666666666666675,2002,Medium,Medium,8,0c,6,2,178
0,8.2,Sony Computer Entertainment,2350000.0,Platform,6820000.0,940000.0,3230000.0,Crash Bandicoot,300000.0,Sony Computer Entertainment,RP,0,7.25,1996,Medium,Medium,6,1c,4,0,136
52,7.35,Ubisoft,2590000.0,Misc,8739999.999999998,0.0,5420000.0,Just Dance 4,730000.0,Ubisoft,E10+,130,7.475,2012,Medium,Medium,10,0c,5,1,174
90,9.3,Epic Games,1900000.0,Shooter,6750000.0,60000.0,4150000.0000000005,Gears of War 2,640000.0,Microsoft Game Studios,M,2739,7.7,2008,High,Medium,8,0c,3,1,134
97,9.2,Naughty Dog,2750000.0,Action,6740000.0,190000.0,2770000.0,Uncharted 3: Drake s Deception,1030000.0,Sony Computer Entertainment,T,3712,8.3,2011,High,Medium,5,0c,5,2,134
105,9.6,Naughty Dog,2200000.0,Action,6660000.0,210000.0,3270000.0,Uncharted 2: Among Thieves,980000.0,Sony Computer Entertainment,T,5187,8.8,2009,High,High,6,0c,4,1,133
0,7.3378125,Electronic Arts,8440000.0,Sports,13060000.0,150000.0,2070000.0,FIFA 12,2369999.9999999995,Electronic Arts,E,0,7.132601010101009,2011,Medium,Medium,4,0c,16,4,261
45,7.4,Nintendo,2750000.0,Misc,6620000.0,1600000.0,1660000.0,Big Brain Academy,620000.0,Nintendo,E,27,7.4,2005,Medium,Medium,3,3c,5,1,132
0,8.01689189189189,Nintendo,930000.0,Action,6510000.0,1690000.0,3740000.0,The Legend of Zelda,140000.0,Nintendo,E,0,7.977027027027025,1986,Medium,Medium,7,3c,1,0,130
169,9.5,Rockstar San Diego,4480000.0,Action,12810000.0,260000.0,6490000.0,Red Dead Redemption,1569999.9999999998,Take-Two Interactive,M,4772,8.9,2010,High,High,12,0c,8,3,256
132,8.64,EA Canada,10960000.0,Sports,16480000.0,200000.0,2810000.0,FIFA 14,2490000.0,Electronic Arts,E,2507,4.3375,2013,High,Low,5,0c,Top,4,Top
149,8.35,Ubisoft,4870000.0,Action,13020000.0,190000.0,6240000.0,Assassin s Creed III,1710000.0000000002,Ubisoft,M,4208,6.725,2012,Medium,Medium,12,0c,9,3,260
77,8.7,Retro Studios,2410000.0,Platform,8330000.0,1440000.0,3910000.0,Donkey Kong Country Returns,590000.0000000001,Nintendo,E,368,8.6,2010,High,High,7,2c,4,1,166
108,9.0,Bungie Software,1320000.0,Shooter,6470000.0,80000.0,5000000.0,Halo: Combat Evolved,70000.0,Microsoft Game Studios,M,1679,8.0,2001,High,Medium,9,0c,2,0,129
28,7.6,Game Freak,1580000.0,Role-Playing,6410000.0,2060000.0,2570000.0,Pokémon Emerald Version,210000.0,Nintendo,E,222,9.0,2004,Medium,High,5,4c,3,0,128
46,8.5,SquareSoft,1549999.9999999998,Role-Playing,8140000.000000001,1740000.0,4540000.0,Kingdom Hearts,310000.0,Sony Computer Entertainment,E,597,8.8,2002,Medium,High,9,3c,3,0,162
0,8.01689189189189,Nintendo,1560000.0,Role-Playing,6390000.0,1290000.0,2550000.0,Pokémon Crystal Version,990000.0,Nintendo,E,0,7.977027027027025,2000,Medium,Medium,5,2c,3,1,127
94,8.3,"Bungie Software, Bungie",1340000.0,Shooter,6340000.0,60000.0,4340000.0,Halo 3: ODST,610000.0,Microsoft Game Studios,M,1163,7.1,2009,Medium,Medium,8,0c,2,1,126
61,9.2,Nintendo,1260000.0,Platform,6310000.0,870000.0,4010000.0,Super Mario Sunshine,170000.0,Nintendo,E,439,8.6,2002,High,High,8,1c,2,0,126
0,7.390344202898553,Capcom,830000.0,Fighting,6300000.0,2870000.0,2470000.0,Street Fighter II: The World Warrior,120000.0,Capcom,T,0,7.886845878136195,1992,Medium,Medium,4,5c,1,0,125
57,9.3,Blizzard Entertainment,6210000.0,Role-Playing,6290000.0,0.0,80000.0,World of Warcraft,0.0,Activision,T,2182,7.3,2004,High,Medium,0,0c,12,0,125
22,8.7,Reflections Interactive,2800000.0,Action,6270000.0,20000.0,3110000.0,Driver,330000.0,GT Interactive,T,78,8.1,1999,High,Medium,6,0c,5,0,125
96,9.1,Epic Games,1590000.0,Shooter,6210000.0,70000.0,4050000.0,Gears of War 3,500000.0,Microsoft Game Studios,M,1504,7.8,2011,High,Medium,8,0c,3,0,124
51,7.3,Rare Ltd.,1730000.0,Sports,6190000.0,30000.0,3920000.0,Kinect Sports,510000.0,Microsoft Game Studios,E10+,95,7.4,2010,Medium,Medium,7,0c,3,1,123
124,9.05,Epic Games,1890000.0,Shooter,6109999.999999999,70000.0,3540000.0,Gears of War,600000.0,Microsoft Game Studios,M,2862,8.05,2006,High,Medium,7,0c,3,1,122
89,8.2,EA Sports,12020000.0,Sports,17340000.0,140000.0,3090000.0,FIFA 15,2120000.0,Electronic Arts,E,2001,4.225,2014,Medium,Low,6,0c,Top,4,Top
42,9.6,KCEJ,2010000.0,Action,6050000.0,870000.0,2450000.0,Metal Gear Solid 2: Sons of Liberty,720000.0,Konami Digital Entertainment,M,1026,8.7,2001,High,High,4,1c,4,1,120
0,6.99047619047619,Sega,1200000.0,Platform,6030000.0,160000.0,4470000.0,Sonic the Hedgehog 2,190000.0,Sega,T,0,7.130681818181817,1992,Medium,Medium,8,0c,2,0,120
20,9.4,KCEJ,1830000.0,Action,6100000.000000001,850000.0000000001,3180000.0,Metal Gear Solid,240000.0,Konami Digital Entertainment,M,918,9.4,1998,High,High,6,1c,3,0,122
82,9.4,Kojima Productions,1710000.0,Action,5990000.0,830000.0,2630000.0,Metal Gear Solid 4: Guns of the Patriots,820000.0,Konami Digital Entertainment,M,3558,8.7,2008,High,High,5,1c,3,1,119
64,9.2,Square Enix,0.0,Role-Playing,5950000.0,2330000.0,1880000.0,Final Fantasy XII,1740000.0,Square Enix,T,972,7.6,2006,High,Medium,3,4c,0,3,118
98,9.5,Naughty Dog,4180000.0,Action,10580000.0,350000.0000000001,4290000.0,The Last of Us,1760000.0,Sony Computer Entertainment Europe,M,8003,9.1,2013,High,High,8,0c,8,3,211
